task,status
688081,QueryStatus.SUCCESSED
300889,QueryStatus.SUCCESSED
000532,QueryStatus.SUCCESSED
002205,QueryStatus.SUCCESSED
003042,QueryStatus.SUCCESSED
605178,QueryStatus.SUCCESSED
301398,QueryStatus.EMPTY
000020,QueryStatus.SUCCESSED
300311,QueryStatus.SUCCESSED
605016,QueryStatus.SUCCESSED
600800,QueryStatus.SUCCESSED
002775,QueryStatus.SUCCESSED
605258,QueryStatus.SUCCESSED
300196,QueryStatus.SUCCESSED
600408,QueryStatus.SUCCESSED
300824,QueryStatus.SUCCESSED
300955,QueryStatus.SUCCESSED
002607,QueryStatus.SUCCESSED
600522,QueryStatus.SUCCESSED
688353,QueryStatus.SUCCESSED
600648,QueryStatus.SUCCESSED
601500,QueryStatus.SUCCESSED
600919,QueryStatus.SUCCESSED
002094,QueryStatus.SUCCESSED
603038,QueryStatus.SUCCESSED
301596,QueryStatus.EMPTY
832225,QueryStatus.EMPTY
002941,QueryStatus.SUCCESSED
301132,QueryStatus.EMPTY
002431,QueryStatus.SUCCESSED
002163,QueryStatus.SUCCESSED
300076,QueryStatus.SUCCESSED
603773,QueryStatus.SUCCESSED
601187,QueryStatus.SUCCESSED
000029,QueryStatus.SUCCESSED
688067,QueryStatus.SUCCESSED
300347,QueryStatus.SUCCESSED
600530,QueryStatus.SUCCESSED
002539,QueryStatus.SUCCESSED
688205,QueryStatus.SUCCESSED
300553,QueryStatus.SUCCESSED
300004,QueryStatus.SUCCESSED
000721,QueryStatus.SUCCESSED
000798,QueryStatus.SUCCESSED
833230,QueryStatus.EMPTY
301040,QueryStatus.EMPTY
300815,QueryStatus.SUCCESSED
301198,QueryStatus.EMPTY
301105,QueryStatus.EMPTY
301329,QueryStatus.EMPTY
000428,QueryStatus.SUCCESSED
600215,QueryStatus.SUCCESSED
002023,QueryStatus.SUCCESSED
600568,QueryStatus.SUCCESSED
301566,QueryStatus.EMPTY
300911,QueryStatus.SUCCESSED
000419,QueryStatus.SUCCESSED
301508,QueryStatus.EMPTY
688227,QueryStatus.SUCCESSED
600539,QueryStatus.SUCCESSED
002938,QueryStatus.SUCCESSED
688450,QueryStatus.SUCCESSED
300959,QueryStatus.SUCCESSED
000903,QueryStatus.SUCCESSED
301366,QueryStatus.EMPTY
002211,QueryStatus.SUCCESSED
002116,QueryStatus.SUCCESSED
603598,QueryStatus.SUCCESSED
002774,QueryStatus.SUCCESSED
002313,QueryStatus.SUCCESSED
300255,QueryStatus.SUCCESSED
002398,QueryStatus.SUCCESSED
600580,QueryStatus.SUCCESSED
301517,QueryStatus.EMPTY
300235,QueryStatus.SUCCESSED
002766,QueryStatus.SUCCESSED
300496,QueryStatus.SUCCESSED
002931,QueryStatus.SUCCESSED
688210,QueryStatus.SUCCESSED
000421,QueryStatus.SUCCESSED
688695,QueryStatus.EMPTY
603679,QueryStatus.SUCCESSED
001339,QueryStatus.SUCCESSED
688292,QueryStatus.SUCCESSED
300310,QueryStatus.SUCCESSED
002743,QueryStatus.SUCCESSED
300731,QueryStatus.SUCCESSED
301209,QueryStatus.EMPTY
600051,QueryStatus.SUCCESSED
300556,QueryStatus.SUCCESSED
688409,QueryStatus.SUCCESSED
301578,QueryStatus.EMPTY
300961,QueryStatus.SUCCESSED
300425,QueryStatus.SUCCESSED
000156,QueryStatus.SUCCESSED
300716,QueryStatus.SUCCESSED
000856,QueryStatus.SUCCESSED
603039,QueryStatus.SUCCESSED
601828,QueryStatus.SUCCESSED
300190,QueryStatus.SUCCESSED
002786,QueryStatus.SUCCESSED
002474,QueryStatus.SUCCESSED
603860,QueryStatus.SUCCESSED
300513,QueryStatus.SUCCESSED
688515,QueryStatus.SUCCESSED
300626,QueryStatus.SUCCESSED
600643,QueryStatus.SUCCESSED
300611,QueryStatus.SUCCESSED
000626,QueryStatus.SUCCESSED
300504,QueryStatus.SUCCESSED
002721,QueryStatus.SUCCESSED
300727,QueryStatus.SUCCESSED
600702,QueryStatus.SUCCESSED
300798,QueryStatus.SUCCESSED
688108,QueryStatus.SUCCESSED
002809,QueryStatus.SUCCESSED
600130,QueryStatus.SUCCESSED
002677,QueryStatus.SUCCESSED
002552,QueryStatus.SUCCESSED
600778,QueryStatus.SUCCESSED
603268,QueryStatus.SUCCESSED
301102,QueryStatus.EMPTY
300262,QueryStatus.SUCCESSED
002940,QueryStatus.SUCCESSED
000753,QueryStatus.SUCCESSED
002199,QueryStatus.SUCCESSED
002497,QueryStatus.SUCCESSED
300883,QueryStatus.SUCCESSED
600981,QueryStatus.SUCCESSED
603903,QueryStatus.SUCCESSED
603722,QueryStatus.SUCCESSED
000997,QueryStatus.SUCCESSED
300887,QueryStatus.SUCCESSED
002201,QueryStatus.SUCCESSED
600000,QueryStatus.SUCCESSED
600241,QueryStatus.SUCCESSED
688367,QueryStatus.SUCCESSED
003011,QueryStatus.SUCCESSED
600148,QueryStatus.SUCCESSED
600496,QueryStatus.SUCCESSED
002177,QueryStatus.SUCCESSED
600830,QueryStatus.SUCCESSED
301079,QueryStatus.EMPTY
301078,QueryStatus.EMPTY
601116,QueryStatus.SUCCESSED
688618,QueryStatus.SUCCESSED
300126,QueryStatus.SUCCESSED
605577,QueryStatus.SUCCESSED
000877,QueryStatus.SUCCESSED
002609,QueryStatus.SUCCESSED
300264,QueryStatus.SUCCESSED
603190,QueryStatus.SUCCESSED
688603,QueryStatus.SUCCESSED
000605,QueryStatus.SUCCESSED
601020,QueryStatus.SUCCESSED
601186,QueryStatus.SUCCESSED
301291,QueryStatus.EMPTY
001314,QueryStatus.SUCCESSED
300005,QueryStatus.SUCCESSED
002135,QueryStatus.SUCCESSED
688646,QueryStatus.SUCCESSED
301459,QueryStatus.EMPTY
300250,QueryStatus.SUCCESSED
600790,QueryStatus.SUCCESSED
600410,QueryStatus.SUCCESSED
002636,QueryStatus.SUCCESSED
601939,QueryStatus.SUCCESSED
300032,QueryStatus.SUCCESSED
000620,QueryStatus.SUCCESSED
300663,QueryStatus.SUCCESSED
600243,QueryStatus.SUCCESSED
688699,QueryStatus.SUCCESSED
300218,QueryStatus.SUCCESSED
002391,QueryStatus.SUCCESSED
002916,QueryStatus.SUCCESSED
600620,QueryStatus.SUCCESSED
300692,QueryStatus.SUCCESSED
300696,QueryStatus.SUCCESSED
002538,QueryStatus.SUCCESSED
000816,QueryStatus.SUCCESSED
003017,QueryStatus.SUCCESSED
688265,QueryStatus.SUCCESSED
605080,QueryStatus.SUCCESSED
000839,QueryStatus.SUCCESSED
601577,QueryStatus.SUCCESSED
603683,QueryStatus.SUCCESSED
300898,QueryStatus.SUCCESSED
301378,QueryStatus.EMPTY
002602,QueryStatus.SUCCESSED
688019,QueryStatus.SUCCESSED
300433,QueryStatus.SUCCESSED
688291,QueryStatus.SUCCESSED
301020,QueryStatus.EMPTY
603626,QueryStatus.SUCCESSED
601992,QueryStatus.SUCCESSED
688681,QueryStatus.SUCCESSED
002846,QueryStatus.SUCCESSED
300276,QueryStatus.SUCCESSED
000858,QueryStatus.SUCCESSED
600738,QueryStatus.SUCCESSED
688052,QueryStatus.SUCCESSED
002981,QueryStatus.SUCCESSED
300976,QueryStatus.SUCCESSED
600844,QueryStatus.SUCCESSED
300637,QueryStatus.SUCCESSED
000803,QueryStatus.SUCCESSED
600425,QueryStatus.SUCCESSED
002291,QueryStatus.SUCCESSED
301067,QueryStatus.EMPTY
300055,QueryStatus.SUCCESSED
688135,QueryStatus.SUCCESSED
301165,QueryStatus.EMPTY
301376,QueryStatus.EMPTY
601658,QueryStatus.SUCCESSED
002033,QueryStatus.SUCCESSED
003001,QueryStatus.SUCCESSED
600859,QueryStatus.SUCCESSED
300277,QueryStatus.SUCCESSED
301037,QueryStatus.EMPTY
605507,QueryStatus.SUCCESSED
002355,QueryStatus.SUCCESSED
603153,QueryStatus.SUCCESSED
603086,QueryStatus.SUCCESSED
300379,QueryStatus.SUCCESSED
300227,QueryStatus.SUCCESSED
002837,QueryStatus.SUCCESSED
300150,QueryStatus.SUCCESSED
000761,QueryStatus.SUCCESSED
600599,QueryStatus.SUCCESSED
002963,QueryStatus.SUCCESSED
600202,QueryStatus.SUCCESSED
300337,QueryStatus.SUCCESSED
603330,QueryStatus.SUCCESSED
002717,QueryStatus.SUCCESSED
300701,QueryStatus.SUCCESSED
600449,QueryStatus.SUCCESSED
300838,QueryStatus.SUCCESSED
300203,QueryStatus.SUCCESSED
601665,QueryStatus.SUCCESSED
002712,QueryStatus.SUCCESSED
603429,QueryStatus.SUCCESSED
603198,QueryStatus.SUCCESSED
688313,QueryStatus.SUCCESSED
600022,QueryStatus.SUCCESSED
300927,QueryStatus.SUCCESSED
000663,QueryStatus.SUCCESSED
300377,QueryStatus.SUCCESSED
600641,QueryStatus.SUCCESSED
688173,QueryStatus.SUCCESSED
000619,QueryStatus.SUCCESSED
300551,QueryStatus.SUCCESSED
301085,QueryStatus.EMPTY
831445,QueryStatus.EMPTY
603019,QueryStatus.SUCCESSED
002298,QueryStatus.SUCCESSED
600561,QueryStatus.SUCCESSED
600827,QueryStatus.SUCCESSED
300287,QueryStatus.SUCCESSED
603098,QueryStatus.SUCCESSED
601009,QueryStatus.SUCCESSED
002059,QueryStatus.SUCCESSED
300868,QueryStatus.SUCCESSED
300700,QueryStatus.SUCCESSED
600835,QueryStatus.SUCCESSED
600370,QueryStatus.SUCCESSED
600185,QueryStatus.SUCCESSED
000716,QueryStatus.SUCCESSED
300899,QueryStatus.SUCCESSED
300980,QueryStatus.SUCCESSED
002807,QueryStatus.SUCCESSED
600064,QueryStatus.SUCCESSED
600570,QueryStatus.SUCCESSED
839493,QueryStatus.EMPTY
300241,QueryStatus.SUCCESSED
300098,QueryStatus.SUCCESSED
688369,QueryStatus.SUCCESSED
301367,QueryStatus.EMPTY
688121,QueryStatus.SUCCESSED
300387,QueryStatus.SUCCESSED
000977,QueryStatus.SUCCESSED
001389,QueryStatus.EMPTY
688182,QueryStatus.SUCCESSED
003018,QueryStatus.SUCCESSED
002591,QueryStatus.SUCCESSED
301125,QueryStatus.EMPTY
603601,QueryStatus.SUCCESSED
002799,QueryStatus.SUCCESSED
002181,QueryStatus.SUCCESSED
600183,QueryStatus.SUCCESSED
300021,QueryStatus.SUCCESSED
603810,QueryStatus.SUCCESSED
300857,QueryStatus.SUCCESSED
301218,QueryStatus.EMPTY
600307,QueryStatus.SUCCESSED
300939,QueryStatus.SUCCESSED
600399,QueryStatus.SUCCESSED
688168,QueryStatus.SUCCESSED
300030,QueryStatus.SUCCESSED
001260,QueryStatus.SUCCESSED
603230,QueryStatus.SUCCESSED
688579,QueryStatus.SUCCESSED
601929,QueryStatus.SUCCESSED
601086,QueryStatus.SUCCESSED
300289,QueryStatus.SUCCESSED
300802,QueryStatus.SUCCESSED
001231,QueryStatus.SUCCESSED
300521,QueryStatus.SUCCESSED
300423,QueryStatus.SUCCESSED
001306,QueryStatus.SUCCESSED
601886,QueryStatus.SUCCESSED
600153,QueryStatus.SUCCESSED
000068,QueryStatus.SUCCESSED
301071,QueryStatus.EMPTY
300539,QueryStatus.SUCCESSED
301502,QueryStatus.EMPTY
002238,QueryStatus.SUCCESSED
603269,QueryStatus.SUCCESSED
603912,QueryStatus.SUCCESSED
301115,QueryStatus.EMPTY
002193,QueryStatus.SUCCESSED
603056,QueryStatus.SUCCESSED
834415,QueryStatus.EMPTY
002921,QueryStatus.SUCCESSED
601860,QueryStatus.SUCCESSED
601068,QueryStatus.SUCCESSED
601133,QueryStatus.SUCCESSED
688050,QueryStatus.SUCCESSED
300097,QueryStatus.SUCCESSED
688155,QueryStatus.SUCCESSED
603729,QueryStatus.SUCCESSED
301526,QueryStatus.EMPTY
838971,QueryStatus.EMPTY
301150,QueryStatus.EMPTY
688079,QueryStatus.SUCCESSED
603022,QueryStatus.SUCCESSED
001211,QueryStatus.SUCCESSED
300112,QueryStatus.SUCCESSED
688179,QueryStatus.SUCCESSED
002512,QueryStatus.SUCCESSED
600693,QueryStatus.SUCCESSED
002769,QueryStatus.SUCCESSED
300902,QueryStatus.SUCCESSED
002419,QueryStatus.SUCCESSED
300921,QueryStatus.SUCCESSED
688213,QueryStatus.SUCCESSED
600319,QueryStatus.SUCCESSED
002835,QueryStatus.SUCCESSED
603976,QueryStatus.SUCCESSED
002902,QueryStatus.SUCCESSED
603660,QueryStatus.SUCCESSED
605033,QueryStatus.SUCCESSED
300046,QueryStatus.SUCCESSED
301408,QueryStatus.EMPTY
600908,QueryStatus.SUCCESSED
300546,QueryStatus.SUCCESSED
603999,QueryStatus.SUCCESSED
688021,QueryStatus.SUCCESSED
603657,QueryStatus.SUCCESSED
002105,QueryStatus.SUCCESSED
600857,QueryStatus.SUCCESSED
002279,QueryStatus.SUCCESSED
603688,QueryStatus.SUCCESSED
600053,QueryStatus.SUCCESSED
838402,QueryStatus.EMPTY
603256,QueryStatus.SUCCESSED
300355,QueryStatus.SUCCESSED
002110,QueryStatus.SUCCESSED
002913,QueryStatus.SUCCESSED
000676,QueryStatus.SUCCESSED
836149,QueryStatus.EMPTY
300440,QueryStatus.SUCCESSED
002180,QueryStatus.SUCCESSED
002486,QueryStatus.SUCCESSED
000909,QueryStatus.SUCCESSED
001323,QueryStatus.SUCCESSED
000882,QueryStatus.SUCCESSED
601231,QueryStatus.SUCCESSED
300554,QueryStatus.SUCCESSED
300465,QueryStatus.SUCCESSED
600395,QueryStatus.SUCCESSED
600331,QueryStatus.SUCCESSED
300334,QueryStatus.SUCCESSED
600825,QueryStatus.SUCCESSED
300923,QueryStatus.SUCCESSED
002233,QueryStatus.SUCCESSED
301233,QueryStatus.EMPTY
301316,QueryStatus.EMPTY
603499,QueryStatus.SUCCESSED
000807,QueryStatus.SUCCESSED
688181,QueryStatus.SUCCESSED
600611,QueryStatus.SUCCESSED
002541,QueryStatus.SUCCESSED
002642,QueryStatus.SUCCESSED
603323,QueryStatus.SUCCESSED
301512,QueryStatus.EMPTY
300085,QueryStatus.SUCCESSED
002137,QueryStatus.SUCCESSED
688011,QueryStatus.SUCCESSED
001210,QueryStatus.SUCCESSED
600397,QueryStatus.SUCCESSED
002881,QueryStatus.SUCCESSED
600297,QueryStatus.SUCCESSED
001278,QueryStatus.SUCCESSED
300886,QueryStatus.SUCCESSED
688095,QueryStatus.SUCCESSED
001336,QueryStatus.SUCCESSED
600512,QueryStatus.SUCCESSED
301389,QueryStatus.EMPTY
000498,QueryStatus.SUCCESSED
002307,QueryStatus.SUCCESSED
600176,QueryStatus.SUCCESSED
001300,QueryStatus.SUCCESSED
600054,QueryStatus.SUCCESSED
300449,QueryStatus.SUCCESSED
300426,QueryStatus.SUCCESSED
600135,QueryStatus.SUCCESSED
601390,QueryStatus.SUCCESSED
301251,QueryStatus.EMPTY
002933,QueryStatus.SUCCESSED
688588,QueryStatus.SUCCESSED
002985,QueryStatus.SUCCESSED
601188,QueryStatus.SUCCESSED
002467,QueryStatus.SUCCESSED
300817,QueryStatus.SUCCESSED
300120,QueryStatus.SUCCESSED
300538,QueryStatus.SUCCESSED
600828,QueryStatus.SUCCESSED
600015,QueryStatus.SUCCESSED
300912,QueryStatus.SUCCESSED
300920,QueryStatus.SUCCESSED
300516,QueryStatus.SUCCESSED
603206,QueryStatus.SUCCESSED
002088,QueryStatus.SUCCESSED
000420,QueryStatus.SUCCESSED
688489,QueryStatus.SUCCESSED
688693,QueryStatus.SUCCESSED
688620,QueryStatus.SUCCESSED
688720,QueryStatus.SUCCESSED
300136,QueryStatus.SUCCESSED
603315,QueryStatus.SUCCESSED
605567,QueryStatus.SUCCESSED
600784,QueryStatus.SUCCESSED
600654,QueryStatus.SUCCESSED
002127,QueryStatus.SUCCESSED
300154,QueryStatus.SUCCESSED
833914,QueryStatus.EMPTY
301169,QueryStatus.EMPTY
301205,QueryStatus.EMPTY
605138,QueryStatus.SUCCESSED
600288,QueryStatus.SUCCESSED
688282,QueryStatus.SUCCESSED
002377,QueryStatus.SUCCESSED
000545,QueryStatus.SUCCESSED
600463,QueryStatus.SUCCESSED
603113,QueryStatus.SUCCESSED
688110,QueryStatus.SUCCESSED
603290,QueryStatus.SUCCESSED
688251,QueryStatus.SUCCESSED
688028,QueryStatus.SUCCESSED
688237,QueryStatus.SUCCESSED
600078,QueryStatus.SUCCESSED
002432,QueryStatus.SUCCESSED
600182,QueryStatus.SUCCESSED
688119,QueryStatus.SUCCESSED
301257,QueryStatus.EMPTY
603082,QueryStatus.EMPTY
300304,QueryStatus.SUCCESSED
301372,QueryStatus.EMPTY
688114,QueryStatus.SUCCESSED
002660,QueryStatus.SUCCESSED
600965,QueryStatus.SUCCESSED
300631,QueryStatus.SUCCESSED
600838,QueryStatus.SUCCESSED
002095,QueryStatus.SUCCESSED
000719,QueryStatus.SUCCESSED
003023,QueryStatus.SUCCESSED
688255,QueryStatus.SUCCESSED
603015,QueryStatus.SUCCESSED
002194,QueryStatus.SUCCESSED
605378,QueryStatus.SUCCESSED
301305,QueryStatus.EMPTY
600138,QueryStatus.SUCCESSED
001331,QueryStatus.SUCCESSED
000058,QueryStatus.SUCCESSED
002626,QueryStatus.SUCCESSED
300550,QueryStatus.SUCCESSED
688657,QueryStatus.SUCCESSED
603948,QueryStatus.SUCCESSED
600730,QueryStatus.SUCCESSED
300620,QueryStatus.SUCCESSED
300852,QueryStatus.SUCCESSED
688345,QueryStatus.SUCCESSED
002051,QueryStatus.SUCCESSED
300656,QueryStatus.SUCCESSED
001212,QueryStatus.SUCCESSED
603139,QueryStatus.SUCCESSED
002069,QueryStatus.SUCCESSED
605006,QueryStatus.SUCCESSED
688569,QueryStatus.SUCCESSED
600031,QueryStatus.SUCCESSED
300581,QueryStatus.SUCCESSED
301185,QueryStatus.EMPTY
002012,QueryStatus.SUCCESSED
002457,QueryStatus.SUCCESSED
600603,QueryStatus.SUCCESSED
300585,QueryStatus.SUCCESSED
603633,QueryStatus.SUCCESSED
688347,QueryStatus.SUCCESSED
688316,QueryStatus.SUCCESSED
301379,QueryStatus.EMPTY
301083,QueryStatus.EMPTY
300787,QueryStatus.SUCCESSED
002261,QueryStatus.SUCCESSED
301390,QueryStatus.EMPTY
688379,QueryStatus.SUCCESSED
601997,QueryStatus.SUCCESSED
000757,QueryStatus.SUCCESSED
000639,QueryStatus.SUCCESSED
000096,QueryStatus.SUCCESSED
000012,QueryStatus.SUCCESSED
300810,QueryStatus.SUCCESSED
001268,QueryStatus.SUCCESSED
603045,QueryStatus.SUCCESSED
688280,QueryStatus.SUCCESSED
002627,QueryStatus.SUCCESSED
688219,QueryStatus.SUCCESSED
603118,QueryStatus.SUCCESSED
300906,QueryStatus.SUCCESSED
301399,QueryStatus.EMPTY
002646,QueryStatus.SUCCESSED
688475,QueryStatus.SUCCESSED
301270,QueryStatus.EMPTY
603863,QueryStatus.SUCCESSED
603725,QueryStatus.SUCCESSED
002103,QueryStatus.SUCCESSED
600521,QueryStatus.SUCCESSED
002686,QueryStatus.SUCCESSED
688523,QueryStatus.SUCCESSED
002803,QueryStatus.SUCCESSED
301298,QueryStatus.EMPTY
688129,QueryStatus.SUCCESSED
002745,QueryStatus.SUCCESSED
000978,QueryStatus.SUCCESSED
300897,QueryStatus.SUCCESSED
600507,QueryStatus.SUCCESSED
603110,QueryStatus.SUCCESSED
002066,QueryStatus.SUCCESSED
601928,QueryStatus.SUCCESSED
600382,QueryStatus.SUCCESSED
600333,QueryStatus.SUCCESSED
003040,QueryStatus.SUCCESSED
688287,QueryStatus.SUCCESSED
002822,QueryStatus.SUCCESSED
002426,QueryStatus.SUCCESSED
002439,QueryStatus.SUCCESSED
603697,QueryStatus.SUCCESSED
002897,QueryStatus.SUCCESSED
002582,QueryStatus.SUCCESSED
002910,QueryStatus.SUCCESSED
603856,QueryStatus.SUCCESSED
836239,QueryStatus.EMPTY
301082,QueryStatus.EMPTY
300132,QueryStatus.SUCCESSED
600502,QueryStatus.SUCCESSED
603303,QueryStatus.SUCCESSED
001227,QueryStatus.SUCCESSED
600774,QueryStatus.SUCCESSED
688648,QueryStatus.SUCCESSED
001259,QueryStatus.SUCCESSED
002179,QueryStatus.SUCCESSED
002547,QueryStatus.SUCCESSED
001216,QueryStatus.SUCCESSED
301306,QueryStatus.EMPTY
603806,QueryStatus.SUCCESSED
002338,QueryStatus.SUCCESSED
300400,QueryStatus.SUCCESSED
000063,QueryStatus.SUCCESSED
688598,QueryStatus.SUCCESSED
002839,QueryStatus.SUCCESSED
002331,QueryStatus.SUCCESSED
000890,QueryStatus.SUCCESSED
301446,QueryStatus.EMPTY
300359,QueryStatus.SUCCESSED
002187,QueryStatus.SUCCESSED
002383,QueryStatus.SUCCESSED
000570,QueryStatus.SUCCESSED
836892,QueryStatus.EMPTY
688193,QueryStatus.SUCCESSED
000876,QueryStatus.SUCCESSED
301279,QueryStatus.EMPTY
300284,QueryStatus.SUCCESSED
300603,QueryStatus.SUCCESSED
000425,QueryStatus.SUCCESSED
002765,QueryStatus.SUCCESSED
301042,QueryStatus.EMPTY
600498,QueryStatus.SUCCESSED
688613,QueryStatus.SUCCESSED
002321,QueryStatus.SUCCESSED
000668,QueryStatus.SUCCESSED
300549,QueryStatus.SUCCESSED
002579,QueryStatus.SUCCESSED
601669,QueryStatus.SUCCESSED
872190,QueryStatus.EMPTY
603115,QueryStatus.SUCCESSED
600697,QueryStatus.SUCCESSED
300338,QueryStatus.SUCCESSED
600199,QueryStatus.SUCCESSED
871857,QueryStatus.EMPTY
001283,QueryStatus.SUCCESSED
002820,QueryStatus.SUCCESSED
603777,QueryStatus.SUCCESSED
600733,QueryStatus.SUCCESSED
600452,QueryStatus.SUCCESSED
002909,QueryStatus.SUCCESSED
300348,QueryStatus.SUCCESSED
002278,QueryStatus.SUCCESSED
300412,QueryStatus.SUCCESSED
002724,QueryStatus.SUCCESSED
601388,QueryStatus.SUCCESSED
002241,QueryStatus.SUCCESSED
301021,QueryStatus.EMPTY
603825,QueryStatus.SUCCESSED
688032,QueryStatus.SUCCESSED
002397,QueryStatus.SUCCESSED
002277,QueryStatus.SUCCESSED
603179,QueryStatus.SUCCESSED
300079,QueryStatus.SUCCESSED
688031,QueryStatus.SUCCESSED
002866,QueryStatus.SUCCESSED
300231,QueryStatus.SUCCESSED
002792,QueryStatus.SUCCESSED
688259,QueryStatus.SUCCESSED
300960,QueryStatus.SUCCESSED
603237,QueryStatus.SUCCESSED
603828,QueryStatus.SUCCESSED
605388,QueryStatus.SUCCESSED
603915,QueryStatus.SUCCESSED
688466,QueryStatus.SUCCESSED
603992,QueryStatus.SUCCESSED
000045,QueryStatus.SUCCESSED
688080,QueryStatus.SUCCESSED
301516,QueryStatus.EMPTY
000782,QueryStatus.SUCCESSED
002115,QueryStatus.SUCCESSED
301171,QueryStatus.EMPTY
688092,QueryStatus.SUCCESSED
601800,QueryStatus.SUCCESSED
688069,QueryStatus.SUCCESSED
002567,QueryStatus.SUCCESSED
600668,QueryStatus.SUCCESSED
002746,QueryStatus.SUCCESSED
605136,QueryStatus.SUCCESSED
600477,QueryStatus.SUCCESSED
301300,QueryStatus.EMPTY
301568,QueryStatus.EMPTY
600689,QueryStatus.SUCCESSED
600805,QueryStatus.SUCCESSED
301135,QueryStatus.EMPTY
002815,QueryStatus.SUCCESSED
301419,QueryStatus.EMPTY
301488,QueryStatus.EMPTY
300671,QueryStatus.SUCCESSED
002344,QueryStatus.SUCCESSED
600096,QueryStatus.SUCCESSED
605060,QueryStatus.SUCCESSED
300131,QueryStatus.SUCCESSED
600237,QueryStatus.SUCCESSED
301072,QueryStatus.EMPTY
301086,QueryStatus.EMPTY
688166,QueryStatus.SUCCESSED
688290,QueryStatus.SUCCESSED
301129,QueryStatus.EMPTY
300053,QueryStatus.SUCCESSED
002685,QueryStatus.SUCCESSED
601686,QueryStatus.SUCCESSED
600703,QueryStatus.SUCCESSED
301170,QueryStatus.EMPTY
002189,QueryStatus.SUCCESSED
603136,QueryStatus.SUCCESSED
605069,QueryStatus.SUCCESSED
600866,QueryStatus.SUCCESSED
001360,QueryStatus.SUCCESSED
688165,QueryStatus.SUCCESSED
002571,QueryStatus.SUCCESSED
301331,QueryStatus.EMPTY
688332,QueryStatus.SUCCESSED
603311,QueryStatus.SUCCESSED
000564,QueryStatus.SUCCESSED
600706,QueryStatus.SUCCESSED
601229,QueryStatus.SUCCESSED
603988,QueryStatus.SUCCESSED
002529,QueryStatus.SUCCESSED
601169,QueryStatus.SUCCESSED
688496,QueryStatus.SUCCESSED
300722,QueryStatus.SUCCESSED
600255,QueryStatus.SUCCESSED
600076,QueryStatus.SUCCESSED
002958,QueryStatus.SUCCESSED
002995,QueryStatus.SUCCESSED
002489,QueryStatus.SUCCESSED
002212,QueryStatus.SUCCESSED
603908,QueryStatus.SUCCESSED
002845,QueryStatus.SUCCESSED
600509,QueryStatus.SUCCESSED
301192,QueryStatus.EMPTY
002148,QueryStatus.SUCCESSED
600571,QueryStatus.SUCCESSED
688595,QueryStatus.SUCCESSED
603228,QueryStatus.SUCCESSED
002908,QueryStatus.SUCCESSED
002153,QueryStatus.SUCCESSED
603529,QueryStatus.SUCCESSED
688671,QueryStatus.SUCCESSED
000607,QueryStatus.SUCCESSED
601128,QueryStatus.SUCCESSED
301353,QueryStatus.EMPTY
300659,QueryStatus.SUCCESSED
605058,QueryStatus.SUCCESSED
002076,QueryStatus.SUCCESSED
600858,QueryStatus.SUCCESSED
000417,QueryStatus.SUCCESSED
300632,QueryStatus.SUCCESSED
002962,QueryStatus.SUCCESSED
000501,QueryStatus.SUCCESSED
300792,QueryStatus.SUCCESSED
000823,QueryStatus.SUCCESSED
603150,QueryStatus.SUCCESSED
300461,QueryStatus.SUCCESSED
002998,QueryStatus.SUCCESSED
688788,QueryStatus.SUCCESSED
688101,QueryStatus.SUCCESSED
600156,QueryStatus.SUCCESSED
300125,QueryStatus.SUCCESSED
301536,QueryStatus.EMPTY
603926,QueryStatus.SUCCESSED
300786,QueryStatus.SUCCESSED
002468,QueryStatus.SUCCESSED
601916,QueryStatus.SUCCESSED
833509,QueryStatus.EMPTY
600019,QueryStatus.SUCCESSED
002521,QueryStatus.SUCCESSED
300819,QueryStatus.SUCCESSED
002955,QueryStatus.SUCCESSED
603797,QueryStatus.SUCCESSED
300591,QueryStatus.SUCCESSED
002104,QueryStatus.SUCCESSED
002855,QueryStatus.SUCCESSED
002858,QueryStatus.SUCCESSED
603566,QueryStatus.SUCCESSED
601208,QueryStatus.SUCCESSED
301023,QueryStatus.EMPTY
603029,QueryStatus.SUCCESSED
300027,QueryStatus.SUCCESSED
000592,QueryStatus.SUCCESSED
603800,QueryStatus.SUCCESSED
688486,QueryStatus.SUCCESSED
300081,QueryStatus.SUCCESSED
002551,QueryStatus.SUCCESSED
000972,QueryStatus.SUCCESSED
300619,QueryStatus.SUCCESSED
603685,QueryStatus.SUCCESSED
002476,QueryStatus.SUCCESSED
300016,QueryStatus.SUCCESSED
605055,QueryStatus.SUCCESSED
000735,QueryStatus.SUCCESSED
002882,QueryStatus.SUCCESSED
002957,QueryStatus.SUCCESSED
600075,QueryStatus.SUCCESSED
300971,QueryStatus.SUCCESSED
300382,QueryStatus.SUCCESSED
301528,QueryStatus.EMPTY
603488,QueryStatus.SUCCESSED
002329,QueryStatus.SUCCESSED
603126,QueryStatus.SUCCESSED
002491,QueryStatus.SUCCESSED
300047,QueryStatus.SUCCESSED
000017,QueryStatus.SUCCESSED
002898,QueryStatus.SUCCESSED
002172,QueryStatus.SUCCESSED
002449,QueryStatus.SUCCESSED
600284,QueryStatus.SUCCESSED
002990,QueryStatus.SUCCESSED
600248,QueryStatus.SUCCESSED
605500,QueryStatus.SUCCESSED
688109,QueryStatus.SUCCESSED
688420,QueryStatus.SUCCESSED
605179,QueryStatus.SUCCESSED
